question,options,right_answer
"中华民族共同体意识,是各民族在政治、经济、文化方面交往交流交融的认同,是对56个民族同呼吸、共患难,“你中有我,我中有你,谁也离不开谁”的命运共同体认同.","['正确', '错误']",['正确']
"推动新时代党的民族工作高质量发展需以()为统领,不断提高做好新时代党的民族工作的能力水平.","['经济建设', '文化建设', '政治建设', '组织建设']",['政治建设']
“五个认同”的内容是().(1)对中华民族的认同(2)对伟大祖国的认同(3)对中国特色社会主义的认同(4)对中国共产党的认同(5)对社会主义道路的认同(6)对中华文化的认同,"['(1)(2)(6)(4)(3)', '(1)(4)(5)(2)(3)', '(2)(1)(6)(4)(3)', '(2)(1)(5)(4)(3)']",['(2)(1)(6)(4)(3)']
"()是党的建设的基础工作,是高校各项工作的生命线.我们把铸牢中华民族共同体意识作为()的重中之重,坚持抓好课堂主阵地,开设相关特色课程,将我们党关于加强和改进民族工作的重要思想贯穿思政课教学体系、课程体系、教材体系；积极构建“大思政课”育人格局.","['经济建设工作', '文化教育工作', '军事知识普及', '思想政治工作']",['思想政治工作']
摆手舞是土家族的传统节日.(),"['正确', '错误']",['正确']
"民族自治地方的人民代表大会有权依照(),制定自治条例和单行条例.","['当地民族的经济和社会发展状况', '当地民族的社会各项事业的发展情况', '当地民族的人文环境', '当地民族的政治、经济和文化的特点']",['当地民族的政治、经济和文化的特点']
"铸牢中华民族共同体意识、推进新时代党的民族工作高质量发展,是全党全国各族人民的共同().","['责任', '目标', '权利', '任务']",['任务']
"必须构筑中华民族共有精神家园,使各民族人心归聚、精神相依,形成()、()的强大精神纽带.","['团结凝聚', '人心凝聚', '团结奋进', '众志成城']","['人心凝聚', '团结奋进']"
"各民族要(),像石榴籽那样紧紧抱在一起.","['相互了解', '相互尊重', '相互包容', '相互帮助']","['相互了解', '相互尊重', '相互包容', '相互帮助']"
"我国的民族工作,只需要重视民族因素即可,不需要重视区域等因素.","['正确', '错误']",['错误']
"习近平总书记鲜明指出：铸牢中华民族共同体意识,就是要引导各族人民牢固树立()的共同体理念.","['齐头并进、开拓创新、不怕牺牲、奋勇前进', '休戚与共、荣辱与共、生死与共、命运与共', '以强扶弱、循序渐进、开放包容、和谐共存', '携手奋进、勇于开拓、抱团发展、开创未来']",['休戚与共、荣辱与共、生死与共、命运与共']
"要准确把握“四个共同”,坚持正确的中华民族历史观.“四个共同”是指()我们辽阔的疆域是各民族共同开拓的.","['我们悠久的历史是各民族共同书写的', '我们灿烂的文化是各民族共同创造的', '我们伟大的精神是各民族共同培育的', '我们辽阔的疆域是各民族共同开拓的.']","['我们悠久的历史是各民族共同书写的', '我们灿烂的文化是各民族共同创造的', '我们伟大的精神是各民族共同培育的', '我们辽阔的疆域是各民族共同开拓的.']"
"早在建党之初,我们党就十分关注少数民族的革命斗争,着手开展少数民族地区的革命工作.党在内蒙古地区的革命工作首先是从这里的()开始的.在以李大钊为首的中共北方地区党组织的引导下,一批热血青年走上了革命道路,内蒙古地区第一批共产党员由此诞生.","['无产阶级', '资产阶级', '进步青年知识分子', '妇女儿童']",['进步青年知识分子']
"以下选项中,能够解决我国民族问题的重要原则是？()","['民族平等、团结和共同繁荣', '民族安全和民族团结', '民族团结和民族自治', '民族平等和民族自治']","['民族平等、团结和共同繁荣', '民族平等和民族自治']"
"全体人民共同富裕的现代化,是中华民族共同体建设的()","['经济基础和基本要求', '经济基础和核心任务', '经济基础和本质要求', '本质要求和核心任务']",['经济基础和本质要求']
"下列选项中,哪些是符合党和国家的民族政策的？()","['坚持民族团结平等', '培养少数民族干部', '使用和发展少数民族语言文字', '尊重和保护少数民族宗教信仰自由']","['坚持民族团结平等', '培养少数民族干部', '使用和发展少数民族语言文字', '尊重和保护少数民族宗教信仰自由']"
"习近平总书记强调,要全面贯彻党的民族政策,加强民族团结教育.以下哪项不属于民族团结教育的范畴.","['爱国主义教育', '宗教信仰教育', '中华文化传承教育', '社会主义核心价值观教育']",['宗教信仰教育']
那达慕大会是蒙古族的传统节日.(),"['正确', '错误']",['正确']
"中共中央总书记习近平在主持学习时强调,铸牢中华民族共同体意识,就是要引导各族人民牢固树立()的共同体理念.","['休戚与共', '荣辱与共', '生死与共', '命运与共']","['休戚与共', '荣辱与共', '生死与共', '命运与共']"
"铸牢中华民族共同体意识,在民族认同层面要处理好“多元”与“一体”的关系,既尊重“多元”,更强调“一体”,以增强各民族群众对中华民族“多元一体”之“一体”的认同.","['正确', '错误']",['正确']
"下列民族风俗中,属于畲族的有()","['畲族婚姻中男跪女不跪', '“三月三”', '八井拳', '忌吃狗肉、猫肉、蛇肉']","['畲族婚姻中男跪女不跪', '“三月三”', '八井拳', '忌吃狗肉、猫肉、蛇肉']"
"要正确把握中华文化和各民族文化的关系,各民族优秀传统文化都是中华文化的组成部分,中华文化是(),各民族文化是(),根深干壮才能枝繁叶茂.","['主体分支', '枝叶主干', '主干枝叶']",['主干枝叶']
新疆维吾尔自治区把每年()月份定为“民族团结进步教育月”.,"['2', '3', '4', '5']",['5']
瓦尔俄足节是羌族的传统节日.(),"['正确', '错误']",['正确']
"习近平总书记强调,要加强少数民族干部培养选拔工作,使他们成为推动民族地区发展的中坚力量.以下哪项不是少数民族干部培养选拔的原则.","['德才兼备原则', '公平公正原则', '照顾特殊原则', '竞争择优原则']",['照顾特殊原则']
"必须促进各民族()促进各民族在理想、信念、情感、文化上的团结统一,守望相助、手足情深.","['交往交流交融', '交流交换交互', '交互交际交替', '交换交替交互']",['交往交流交融']
"习近平总书记深刻指出,中华文明具有突出的(),从根本上决定了中华民族各民族文化融为一体、即使遭遇重大挫折也牢固凝聚,决定了国土不可分、国家不可乱、民族不可散、文明不可断的共同信念,决定了国家统一永远是中国核心利益的核心,决定了一个坚强统一的国家是各族人民的命运所系.","['同源性', '多样性', '相似性', '统一性']",['统一性']
新时代党的民族工作的“纲”是().,"['铸牢中华民族共同体意识', '民族团结一家亲和民族团结联谊活动', '民族团结进步创建', '核心价值观']",['铸牢中华民族共同体意识']
我国分别在1992年、()、2005年、2014年、2021年举行了中央民族工作会议.,"['1998年', '1999年', '2000年', '2001年']",['1999年']
中华民族精神包括伟大创造精神、伟大奋斗精神、伟大()精神、伟大梦想精神.,"['友谊', '友爱', '团结', '和谐']",['团结']
"党建责任清单是通过“报单、审单、领单”,为各级党组织书记制定党建责任清单,通过“年承诺、季公开、月报告”的方式,对各县区、各党(工)委工作完成情况进行跟踪考评.","['正确', '错误']",['正确']
"习近平总书记在2019年全国民族团结进步表彰大会上强调,要以铸牢中华民族共同体意识为主线,全面贯彻党的民族理论和民族政策,坚持共同团结奋斗、().","['共同和平发展', '共同努力发展', '共同繁荣发展', '共同进步发展']",['共同繁荣发展']
"中央民族工作会议强调,要加强民族地区基层政权建设,夯实基层基础,确保党的民族理论和民族政策到基层()、民族工作在基层().","['有人会有人干', '有落实有抓手', '有人懂有人抓', '有落实有成效']",['有人懂有人抓']
"1992年,中央民族工作会议强调要贯彻西部大开发战略","['正确', '错误']",['错误']
"习近平总书记提到：全面推广普及国家通用语言文字,全面推行使用()教材,以语言相通促进心灵相通、命运相通.","['地方', '少数民族', '国家统编', '国际统一']",['国家统编']
"要正确把握共同性和差异性的关系,增进共同性、尊重和包容差异性是民族工作的重要原则.","['正确', '错误']",['正确']
"习近平总书记指出,要加快培养一支懂理论、懂政策、懂方法,善于联系群众的高素质专业化干部队伍.这为新时代加强民族干部队伍建设指明了方向.以下哪个选项符合这一观点.","['注重选拔优秀年轻干部充实到民族工作岗位上来', '加强对少数民族干部的培养教育和选拔任用工作力度', '加大对边远贫困地区和边境地区民族干部的培训力度', '建立科学的考核评价机制激励优秀人才脱颖而出']",['注重选拔优秀年轻干部充实到民族工作岗位上来']
"习近平在中共中央政治局第九次集体学习时指出,铸牢中华民族共同体意识,需要构建科学完备的中华民族共同体理论体系.要立足(),把马克思主义民族理论同中国具体实际相结合、同中华优秀传统文化相结合,遵循中华民族发展的历史逻辑、理论逻辑,科学揭示中华民族形成和发展的道理、学理、哲理.","['人类命运共同体理论', '中国先进现代科技', '中华民族悠久历史', '中华民族大团结']",['中华民族大团结']
"习近平总书记指出,要尊重和保护各民族的合法权益,依法打击侵犯民族权益的行为.以下哪项不属于侵犯少数民族人民权益的行为.","['歧视少数民族群众', '强迫同化少数民族文化', '保护少数民族传统习俗', '破坏民族团结的言行']",['保护少数民族传统习俗']
火把节是藏族的传统节日.(),"['正确', '错误']",['错误']
"要支持民族地区实现()同()有效衔接,促进农牧业高质高效、乡村宜居宜业、农牧民富裕富足.","['巩固脱贫攻坚成果', '乡村振兴', '脱贫攻坚胜利果实', '振兴乡村']","['巩固脱贫攻坚成果', '乡村振兴']"
"各民族之所以团结融合,多元之所以聚为一体,源自各民族()、()、(),源自中华民族追求团结统一的内生动力.","['文化上的兼收并蓄', '政治上的荣辱与共', '情感上的相互亲近', '经济上的相互依存']","['文化上的兼收并蓄', '情感上的相互亲近', '经济上的相互依存']"
"大力培养少数民族干部,是实行民族区域自治、解决民族问题的关键.","['正确', '错误']",['正确']
2021年中央民族工作会议标志着铸牢中华民族共同体意识工作进入()阶段.,"['初步发展', '深入推进', '停滞不前', '快速发展']",['深入推进']
"作为担当民族复兴大任的社会主义建设者和接班人的时代青年,我们需要行动起来,及时跟进,树立正确的(),坚定理想信念,维护民族团结和国家统一,把中华民族共同体意识扎实铸牢！","['民族观', '国家观', '文化观', '历史观']","['民族观', '国家观', '文化观', '历史观']"
铸牢中华民族共同体意识的实践要求是夯实中华民族共同体的().,"['政治基础', '政治根基', '政治中心', '精神基础']",['政治基础']
"习近平总书记指出,党的民族工作创新发展,就是要(),调整过时的,更好保障各民族群众合法权益.","['坚持正确的', '坚持合理的', '坚持合适的', '坚守合理的']",['坚持正确的']
乌孜别克族的传统节日纳吾鲁孜节是.(),"['正确', '错误']",['正确']
"要建立健全宣传教育常态化机制,将铸牢中华民族共同体意识纳入()体系,搞好社会宣传教育,全面提升铸牢中华民族共同体意识水平.","['干部教育', '党员教育', '群众教育', '国民教育']","['干部教育', '群众教育', '国民教育']"
下列选项中()是当代民族问题的五个基本特征之一.,"['长期性', '阶段性', '暂时性', '恶劣性']",['长期性']
"习近平总书记强调,只要是有利于铸牢中华民族共同体意识的工作就要多做,并且要做深做细做实；只要是不利于铸牢中华民族共同体意识的事情().","['尽量少做', '千万别做', '都不能做', '坚决不做']",['坚决不做']
下列选项中不是民族政策的实施机构的是().,"['中央民族事务委员会', '居委会', '地方政府', '少数民族自治地方政府']",['居委会']
"习近平在中央民族工作会议上强调,以铸牢中华民族共同体意识为主线,推动新时代党的民族工作高质量发展.","['正确', '错误']",['正确']
"下列选项中,哪些民族风俗属于维吾尔族？()","['孔雀舞', '“三月三”', '古尔邦节', '手鼓舞']","['古尔邦节', '手鼓舞']"
"习近平总书记在参加()内蒙古代表团审议时强调,要在坚持走中国特色解决民族问题正确道路、维护()、铸牢中华民族共同体意识等重大问题上不断提高思想认识和工作水平.","['十三届全国人大二次会议', '十三届全国人大四次会议', '各族人民大团结', '各民族大团结']","['十三届全国人大四次会议', '各民族大团结']"
"聚焦深化各民族交往交流交融,尊重差异、包容多样、增进一体,创造各族群众()的社会条件,让各民族在中华民族大家庭中手足相亲、守望相助.","['共住、共学、共事、共乐', '共居、共学、共事、共乐', '共居、共习、共事、共乐', '共住、共习、共事、共乐']",['共居、共学、共事、共乐']
"习近平总书记关于铸牢中华民族共同体意识的重要论断,反映了中华民族的历史内涵、发展规律和现实诉求,是马克思主义民族理论中国化的最新成果,是当代中国的().","['重大国是', '最终目标', '最新要求', '最大成果']",['重大国是']
"2021年中央民族工作会议指出,民族地区好干部“四个特别”标准是：维护党的集中统一领导态度特别坚决、明辨大是大非立场特别清醒、铸牢中华民族共同体意识行动特别坚定、().","['坚持民族团结发展特别真挚', '坚持民族平等特别真挚', '热爱和谐社会特别真挚', '热爱各族群众感情特别真挚.']",['热爱各族群众感情特别真挚.']
"中华文明的统一性,从根本上决定了中华民族各民族文化融为一体、即使遭遇重大挫折也牢固凝聚,决定了()的共同信念.","['民族不可散', '文明不可断', '国家不可乱', '国土不可分']","['民族不可散', '文明不可断', '国家不可乱', '国土不可分']"
"党的二十大以后,全国各族人民迈上了以中国式现代化全面推进强国建设、民族复兴伟业的新征程,党的民族工作面临新的形势和任务,呈现新的()特征,铸牢中华民族共同体意识正在从单项突破迈向系统推进.","['阶段性', '时间性', '空间性', '层次性']",['阶段性']
"习近平总书记在谈到民族地区发展时指出,要加大对民族地区的支持力度,帮助其加快发展步伐.以下哪项不是支持民族地区发展的措施.","['加大财政转移支付力度', '加强基础设施建设', '限制民族地区资源开发', '提高教育水平']",['限制民族地区资源开发']
"习近平总书记指出,要立足中华民族(),加强中华民族共同体理论体系建设.","['传统文化', '悠久历史', '古书典籍', '儒道精神']",['悠久历史']
"中国是统一的多民族国家,以中华民族多元一体为().","['根本任务', '显著特征', '最高追求', '核心思想']",['显著特征']
"做好新形势下民族工作必须牢牢把握坚持()这一正确政治方向,坚定不移贯彻党的民族理论政策.","['中国社会主义', '中国共产党领导', '中国特色社会主义', '中华民族共同体意识']",['中国特色社会主义']
"铸牢中华民族共同体意识,要完整准确全面把握习近平总书记关于加强和改进民族工作的重要思想,坚定不移把党的二十大关于铸牢中华民族共同体意识的战略部署落到实处.要加强和完善党的全面领导,深刻领悟“两个确立”的决定性意义,增强“四个意识”、坚定“四个自信”、做到“两个维护”,把党的领导贯穿民族工作全过程.","['正确', '错误']",['正确']
2021年中央民族工作会议明确了以铸牢中华民族共同体意识为主线推进新时代党的民族工作高质量发展的指导思想、战略目标、重点任务、().,"['工作顺序', '政策举措', '工作方式', '国家方针']",['政策举措']
"繁荣发展社会主义先进文化,构建和运用()、()、()","['中华文化特征', '中华民族精神', '中国国家形象的表达体系']","['中华文化特征', '中华民族精神', '中国国家形象的表达体系']"
自觉履行维护国家统一和民族团结是每个人民的义务,"['正确', '错误']",['错误']
"以下选项中,哪一个少数民族主要分布在东北地区？()","['满族', '蒙古族', '哈萨克族', '回族']",['满族']
"2021年中央民族工作会议提出,坚持正确的中华民族历史观必须树立“四个共同”理念,即：我们辽阔的疆域是各民族共同开拓的,我们悠久的历史是各民族共同书写的,我们灿烂的文化是各民族共同创造的,().","['我们辉煌的文明是各民族共同打造的', '我们强大的国家是各民族共同创造的', '我们繁荣的社会是各民族共同发展的', '我们伟大的民族精神是各民族共同培育的']",['我们伟大的民族精神是各民族共同培育的']
"铸牢中华民族共同体意识,需要增强对中华文化的().","['主动认同', '被动认同', '自觉认同', '自觉自信']",['自觉认同']
"2019年9月,习近平总书记在全国民族团结进步表彰大会上进一步指出,“实现中华民族伟大复兴的中国梦,就要以铸牢中华民族共同体意识为主线”","['正确', '错误']",['正确']
"习近平总书记强调,要加强民族地区基层组织建设,发挥基层组织在民族工作中的重要作用.以下哪项不属于民族地区基层组织的职责.","['宣传党的民族政策', '维护社会稳定', '组织经济建设活动', '制定国家法律法规']",['制定国家法律法规']
下列选项中()指的是优先发展原则.,"['任何一个民族都应该在政治、经济、文化、教育等方面享受与其他民族平等的待遇', '各民族之间应该相互促进团结友好关系,共同维护国家的统一和社会稳定', '针对不同民族的文化、风俗、习惯和传统应该予以尊重、保护和维护其合法权益', '对于人口较少、经济发展较落后的少数民族地区应该基于特别支持和帮助,优先发展']","['对于人口较少、经济发展较落后的少数民族地区应该基于特别支持和帮助,优先发展']"
"习近平总书记指出：“铸牢中华民族共同体意识、推进新时代党的民族工作高质量发展,是全党全国各族人民的共同任务.”()","['正确', '错误']",['正确']
"2021年中央民族工作会议提出,要正确把握中华民族共同体意识和各民族意识的关系,引导各民族始终把中华民族利益放在首位","['正确', '错误']",['正确']
"以下选项中,民族的传统节日是“火把节”的少数民族是？()","['彝族', '傣族', '藏族', '哈尼族']",['彝族']
"习近平总书记指出,()和()党的全面领导,是做好新时代党的民族工作的根本政治保证.","['增强', '加强', '完善', '完备']","['加强', '完善']"
下列选项中()符合宪法序言规定.,"['我国是全国各族人民共同缔造的统一国家', '我国是全国各族人民共同缔造的多民族国家', '我国是全国各族人民共同缔造的共和国国家', '我国是全国各族人民共同缔造的统一的多民族国家']",['我国是全国各族人民共同缔造的统一的多民族国家']
"我们党自成立之日起,就高度重视民族问题、民族工作,正确处理民族关系.()","['正确', '错误']",['正确']
"党的十八大以来,以习近平同志为核心的党中央站在坚持和发展中国特色社会主义、实现中华民族伟大复兴的战略高度,将铸牢中华民族共同体意识教育融入国民教育、干部教育、社会教育之中,引导各族群众牢固树立()的共同体理念.","['休戚与共', '荣辱与共', '生死与共', '命运与共']","['休戚与共', '荣辱与共', '生死与共', '命运与共']"
