question,options,right_answer
中华民族的伟大民族精神包括(),"['爱国主义', '团结统一', '爱好和平', '以上都是']",['以上都是']
最早把共产主义社会第一阶段称为社会主义社会的代表人物是,"['马克思', '恩格斯', '列宁', '毛泽东']",['列宁']
我国之所以实行市场经济是因为,"['有利于促进生产力的发展', '有利于改善生产关系', '有利于发挥社会主义制度的优越性', '有利于提高人民生活水平']",['有利于促进生产力的发展']
"改革开放以来,我国产业结构的变化是","['第一产业在国民经济总产值中的比重下降', '第二产业在国民经济总产值中的比重下降', '第三产业在国民经济总产值中的比重下降', '三个产业在国民经济总产值中的比重都下降']",['第一产业在国民经济总产值中的比重下降']
由新民主主义向社会主义转变的根本政治条件是,"['坚持无产阶级及其政党的领导', '坚持人民民主专政', '坚持马列主义、毛泽东思想的指导', '坚持人民代表大会制度']",['坚持无产阶级及其政党的领导']
1930年5月毛泽东在《反对本本主义》中提出的一个重要论断是,"['枪杆子里面出政权', '没有调查就没有发言权', '星星之火可以燎原', '农民问题乃是国民革命的中心问题']",['没有调查就没有发言权']
中国特色社会主义理论体系包括①邓小平理论②“三个代表”重要思想③科学发展观④习近平新时代中国特色社会主义思想,"['②③④', '①②③④', '①②③', '①③④']",['①②③④']
"1956年4月,毛泽东在《论十大关系》中提出,我国社会主义建设必须围绕一个基本方针,就是","['加强中国共产党的领导', '正确区分和处理两类不同性质的矛盾', '坚持和完善中国共产党领导的多党合作和政治协商制度', '调动国内外一切积极因素,把中国建设成为社会主义强大国家']","['调动国内外一切积极因素,把中国建设成为社会主义强大国家']"
构建社会主义和谐社会的理论意义包括(),"['是对马克思主义关于社会主义社会建设理论的丰富和发展', '丰富和发展了中国特色社会主义理论', '是党执政理念的升华', '以上都是']",['以上都是']
"解放思想、实事求是的“宣言书”是①《解放思想,实事求是,团结一致向前看》②邓小平在中共十二大的开幕词③邓小平南方谈话④邓小平在理论务虚会上的讲话","['②③④', '①④', '①③', '①②③④']",['①③']
"中国共产党：①是中国工人阶级的先锋队,中国人民和中华民族的先锋队；②是中国特色社会主义事业的领导核心；③代表中国先进生产力的发展要求；④代表中国先进文化的前进方向；⑤代表中国最广大人民的根本利益","['①②', '③④⑤', '①③④⑤', '①②③④⑤']",['①②③④⑤']
"贫穷不是社会主义,更不是共产主义.","['对', '错']",['对']
新民主主义革命的前途是社会主义.,"['对', '错']",['对']
社会主义和谐社会同全面建设小康社会两者是,"['背道而驰的', '各尽其能各行其道', '一个为主一个为辅', '相互包含相辅相成的']",['相互包含相辅相成的']
"马克思主义哲学认为,实践是(&nbsp;&nbsp;)","['人们日常生活中的一切活动', '人们能动地认识世界的活动', '人们适应外界环境的本能活动', '人们能动地改造世界的客观物质性活动']",['人们能动地改造世界的客观物质性活动']
社会保障制度的功能主要有：①社会稳定功能；②劳动力再生产功能；③经济调节功能；④实现共同富裕功能；⑤市场运行的保障功能,"['①②③④', '②③④⑤', '①②③⑤', '①②③④⑤']",['①②③⑤']
对外开放中的宽领域包括(),"['国际商品市场', '国际资本市场', '国际技术市场', '以上都是']",['以上都是']
"在马克思主义发展史上,第一次把解放生产力,发展生产力作为社会主义本质规定的是：","['列宁', '毛泽东', '邓小平', '江泽民']",['邓小平']
社会主义民主的基本特征有()①它是建立在生产资料公有制基础上的大多数人享有的民主②．它是建立在生产力高度发达基础上民主③．它具有十分广泛的内容,"['①②③', '①③', '②③', '①②']",['①③']
"“一个中心,两个基本点”统一于","['社会主义历史阶段', '改革开放', '建设中国特色社会主义实践', '社会主义初级阶段']",['建设中国特色社会主义实践']
"改革开放以来,我国工人阶级队伍发生了明显变化,但工人阶级仍然是()","['社会主义现代化的主要建设者', '社会财富的主要创造者', '先进生产力的代表者', '以上都是']",['以上都是']
"现阶段,我国经济增长方式的转变是指","['由速度型向效益型转变', '由外延型向内涵型转变', '由粗放型向集约型转变', '由数量型向质量型转变']",['由粗放型向集约型转变']
我国社会主义市场经济最根本的特征是(),"['公有制为主体的市场经济', '按劳分配为主体的市场经济', '国家调控的市场经济', '经济手段调节的市场经济']",['公有制为主体的市场经济']
"世界和平与发展这两大问题,至今一个也没有解决,是由于","['战争与革命仍是当今时代的主题', '人口增长失控,资源被破坏、环境恶化', '因民族、宗教、领土等引起的战争时起时伏', '霸权主义和强权政治仍然存在']",['霸权主义和强权政治仍然存在']
毛泽东初步界定中国共产党人的思想路线的基本含义是在,"['第一次国内革命战争期间', '第二次国内革命战争期间', '抗日战争期间', '第三次国内革命战争期间']",['第二次国内革命战争期间']
我国国民经济发展应以,"['提高科技竞争力为中心', '增强综合国力为中心', '减少资源消耗为中心', '提高经济效益为中心']",['提高经济效益为中心']
"中国共产党()(1)中国工人阶级先锋队,中国人民和中华民族的先锋队(2)是中国特色社会主义事业的领导核心(3)代表中国先进生产力的发展要求(4)代表中国先进文化的前进方向(5)代表中国最广大人民的根本利益","['(1)(2)(3)(4)(5)', '(1)(2)(3)', '(2)(3)(4)', '(1)(2)(5)']",['(1)(2)(3)(4)(5)']
"""中国共产党必须始终代表先进生产力的发展要求""这个命题主耍涉及到以下几方面的问题(&nbsp;&nbsp;)①要大力提高我国各级党的领导干部的科技水平②要大力提高我国各个领域生产力诸要素的科技含量③要通过继续深化各个方面的改革开放为我国先进生产力的发展扫清障碍④要慎重对待尚不适应先进生产力和时代发展要求的落后的生产方式","['①③④', '①③', '②③④', '①②③']",['②③④']
我国建国初期属于,"['新民主主义社会', '社会主义社会', '资本主义社会', '半殖民地半封建社会']",['新民主主义社会']
"几千年来,我国各族人民在祖国大地上自强不息、团结拼搏()","['共同创造了悠久灿烂的中华文化', '共同建设了幅员辽阔的锦绣河山', 'ABD都正确', '共同缔造了统一的多民族国家']",['ABD都正确']
民主革命时期对民主资本主义工商业采取()政策,"['限制', '保护', '打击', '消灭']",['保护']
"新世纪新阶段,我们要实施的对外开放战略是","['国内市场和国际市场相结合', '国内资源与国外资源相结合', '国内技术和国外技术相结合', '“引进来”和“走出去”相结合']",['“引进来”和“走出去”相结合']
"改革是全面的改革,其中重点是","['政治体制改革', '经济体制改革', '文化体制改革', '科技、教育等领域的改革']",['经济体制改革']
我国在钓鱼岛上的问题一贯尝试,"['钓鱼岛自古以来就是中国的领土', '搁置争议,共同开发', '通过武力解决争端', '暂时解决不了,留给子孙后代解决']",['钓鱼岛自古以来就是中国的领土']
过渡时期是新民主主义到社会主义的转变时期.,"['对', '错']",['对']
社会主义宏观调控的主要手段有()①经济手段②市场调节手段③法律手段④必要的行政手段,"['①③④', '①③', '①②③', '②③']",['①③④']
"1963年,周恩来将我们党提出的一系列和平解决台湾问题的思想、政策和主张归纳为“一纲四目”.“一纲”即","['以和平发展为纲', '台湾必须统一于中国', '一国两制', '和平解决台湾问题']",['台湾必须统一于中国']
我国建立社会主义市场经济体制的中心环节是(),"['提高企业的经济效益', '对经济结构进行战略性调整', '国有企业的改革', '调整生产力的布局']",['国有企业的改革']
毛泽东提出经济工作和其他一切工作的生命线是,"['群众工作', '统一战线工作', '武装斗争', '思想政治工作']",['思想政治工作']
"十七大对全面建设小康社会奋斗目标提出新的更高要求,到2020年我国将实现","['国内生产总值比2000年翻两番', '人均国内生产总值比2000年翻两番', '国内生产总值达到中等发达国家水平', '人均国内生产总值接近中等发达国家水平']",['人均国内生产总值比2000年翻两番']
与当今和今后一个时期国际局势发展的基本态势不相符合的是,"['霸权主义将长期存在', '霸权主义和恐怖主义将长期存在', '强权政治将长期存在', '恐怖主义将长期存在']",['霸权主义和恐怖主义将长期存在']
()是中国革命的基本问题.,"['农民问题', '工人问题', '农民工问题', '工农问题']",['农民问题']
国有经济起主导作用主要体现在,"['国有经济控制国民经济命脉', '公有资产在社会总资产中占优势', '公有资产的比例占一半以上', '公有资产的比例高于非公有资产的比例']",['国有经济控制国民经济命脉']
"党的全部理论和工作的与时俱进,要特别重视(&nbsp;)","['制度创新', '科技创新', '文化创新', '理论创新']",['理论创新']
中国共产党的建设是把思想建设放在第一位.,"['对', '错']",['对']
()是社会主义先进文化的精髓,"['改革', '创新', '社会主义核心价值体系', '实事求是']",['社会主义核心价值体系']
"党的十三大指出,中国社会主义初级阶段论断的含义是()①中国已经进入社会主义②必须坚持而不能离开社会主义③社会主义分为初级、中级和高级阶段④中国还处在不发达的阶段⑤必须正视而不能超越这个阶段","['①②③', '①②④⑤', '①③④', '①②③④']",['①②④⑤']
第一个明确提出马克思主义中国化命题的是(&nbsp;&nbsp;),"['李大釗', '朱德', '毛泽东', '刘少奇']",['毛泽东']
"依法治国是()①社会文明进步的显著标志.②国家长治久安的重要保障.③社会主义民主政治的基本要求.④建设中国特色社会主义经济、政治、文化,构建和谐社会的必然要求.","['①③④', '①②③', '①②④', '①②③④']",['①②③④']
"在矛盾体系中处于支配地位,对事物发展起决定作用的矛盾是()","['根本矛盾', '非根本矛盾', '主要矛盾', '次要矛盾']",['主要矛盾']
"1980年邓小平在党的十一届五中全会上的讲话中指出,我们党在现阶段的政治路线,概括地说,就是","['改革开放', '民主集中制', '解放思想', '一心一意地搞四个现代化']",['一心一意地搞四个现代化']
"是提高人民科学文化素质和思想道德素质的基本途径,是科学技术和培养人才的基础","['文化', '教育', '哲学', '管理']",['教育']
掲示客观事物发生、发展和灭亡的不同趋势的范畴是().,"['原因和结果', '可能性和现实性', '必然性和偶然性', '现象和本质']",['必然性和偶然性']
发展中国特色社会主义的思想保证,"['解放思想', '毛泽东思想', '与时俱进', '求真务实']",['解放思想']
社会主义民主①是社会主义社会的重要特征②通过无产阶级政党的领导来实现③核心是人民当家作主④是一个长期的渐进的发展过程,"['①②③', '①③④', '①②③④', '②③④']",['①②③④']
谋求世界各国经济共同发展的根本途径是,"['建立和平的国际经济新秩序', '建立发展的国际经济新秩序', '建立互利的国际经济新秩序', '建立公平、合理、平等、互利的国际经济新秩序']",['建立公平、合理、平等、互利的国际经济新秩序']
中国共产党开展党内斗争的正确方什是,"['言者无罪,闻者足戒', '惩前毖后,治病救人', '有则改之,无则加勉', '有反必肃,有错必纠']","['惩前毖后,治病救人']"
国家富强民族振兴人民幸福的重要保证是,"['党的领导', '社会和谐', '民主法治', '文明进取']",['社会和谐']
"我国社会主义市场经济体制的基本框架是指()①现代企业制度②效率优先,兼顾公平的收入分配制度和社会保障制度③统一、开放、竞争、有序的市场体系④以间接手段为主的宏观调控体系","['①②③④', '①②③', '②③④', '①③④']",['①②③④']
中国对外政策的根本原则是,"['独立自主', '自力更生', '不结盟', '不称霸']",['独立自主']
"人民民主专政是中国特色的无产阶级专政,体现在①从阶级结构看,人民范围具有更大的广泛性②从政党关系看,是共产党领导的多党合作制③从政权组织形式看,是人民代表大会制度④从概念表述看,人民民主与人民专政是相互联系的两个方面,提法更全面","['①②③④', '①②③', '①③④', '②③④']",['①②③④']
"关于自由的说法,不正确的是","['自由同样不是抽象的概念,而有其实际的内容', '在资本主义社会里劳动人民只能说具有形式上的自由权利,实际上真正通行的是财富的自由,谁占有金钱、财富,谁就拥有权利和自由,愈是有钱就愈有自由', '在社会主义制度下,社会主义自由解决了资本主义自由无法解决的最广大劳动人民群众实际行使自由权利的问题', '自由人人都想享有,因此它是超阶级的']","['自由人人都想享有,因此它是超阶级的']"
和平共处五项原则的实质是(&nbsp;),"['大小国家一律平等', '在处理国际关系时不考虑社会制度和意识形态因素', '以和平方式解决国与国之间的争端', '发展中国家联合起来维护自身权益']",['以和平方式解决国与国之间的争端']
新民主主义革命的胜利是()伟大历史事件,"['19世纪', '20世纪', '21世纪', '18世纪']",['20世纪']
"十八大提出全面建成小康社会的新要求,包括","['实现国民生产总值和城乡居民收入比2010年翻一番', '实现国民生产总值和城乡居民人均收入比2010年翻一番', '实现国内生产总值和城乡居民人均收入比2010年翻一番', '实现国内生产总值和城乡居民收入比2010年翻一番']",['实现国内生产总值和城乡居民人均收入比2010年翻一番']
"新中国成立以来,我们党和政府对台方针政策大致经历了由“解放台湾”到“和平统一”两个重要历史时期.","['对', '错']",['对']
邓小平对时代主题的概括是①和平②稳定③发展④合作,"['①③', '①④', '②④', '③④']",['①③']
"社会主义初级阶段的中心任务是进行经济建设,是否坚持四项基本原则无关紧要.","['对', '错']",['错']
"十七大对全面建设小康社会目标提出新的更高要求：①增强发展协调性,努力实现经济又好又快发展；②扩大社会主义民主,更好地保障人民权益和社会公平正义；③加强文化建设,明显提高全民族文明素质；④加快发展社会事业,全面改善人民生活；⑤建设生态文明,基本形成节约能源资源和保护生态环境的产业结构、增长方式、消费模式","['①②③④⑤', '①③④⑤', '①②③④', '①②③']",['①②③④⑤']
实事求是思想路线的重新确立是在党的,"['第七次全国代表大会上', '第八次全国代表大会上', '十一届三中全会上', '第十二次全国代表大会上']",['十一届三中全会上']
"《新民主主义论》中指出了新民主主义社会的经济构成除了国家资本主义经济外,还有()①国营经济②合作社经济③私人资本主义经济④个体经济","['①②', '①③', '②③④', '①②③④']",['①②③④']
社会主义初级阶段是,"['社会主义经济基础尚未确立的过渡时期', '建立资本主义经济基础的阶段', '中国建设社会主义必然要经历的特定阶段', '马克思主义创始人所指的从资本主义社会到共产主义社会的革命转变阶段']",['中国建设社会主义必然要经历的特定阶段']
"为什么我们过去能在非常困难的情况下奋斗出来,战胜千难万险使革命胜利呢？就是因为我们有理想,有马克思主义信念,有共产主义信念.”这段话揭示了在全社会形成共同的理想和精神支柱是","['社会主义文化建设的发展方向', '社会主义思想道德体系建设要解决的问题和根本', '坚持以继承、借鉴和创新的统一的方针建设社会主义精神文明', '发展先进文化的中心环节']",['社会主义思想道德体系建设要解决的问题和根本']
被称为人民民主专政的坚强柱石的是：,"['工人阶级', '农民阶级', '知识分子', '人民军队']",['人民军队']
"第二次世界大战期间,明确规定将澎湖列岛归还中国的有关国际条约是1.《德黑兰条约》2.《开罗宣言》3.《雅尔塔协定》4.《波茨坦公告》","['2,4', '1,3', '2,3', '1,4']","['2,4']"
生产力中最活跃的因素是：,"['人的因素', '物的因素', '生产资料', '劳动工具']",['人的因素']
邓小平理论形成的现实依据是(&nbsp;&nbsp;),"['改革开放以来社会主义现代化建设的新实践', '1958--1978年社会主义建设失败的历史', '社会主义初级阶段的基本国情', '其他社会主义国家兴衰成败的历史经验']","['改革开放以来社会主义现代化建设的新实践', '社会主义初级阶段的基本国情']"
"十六大确立的()目标,是中国特色社会主义政治、经济、文化全面发展的目标,是与加快推进现代化相统一的目标,符合我国国情和现代化建设的实际,符合人民的愿望.","['全面实现现代化', '全面建设小康社会', '建设高度文明与民主的社会主义法制国家', '真正实现共产主义']",['全面建设小康社会']
"建国后,我国在社会主义建设中经历了许多曲折和失误,原因很多,但归根到底是因为我们","['缺乏建设社会主义的经验', '没有完全搞清楚“什么是社会主义,怎样建设社会主义”', '照抄照搬苏联模式', '没有真正坚持社会主义制度']","['没有完全搞清楚“什么是社会主义,怎样建设社会主义”']"
我国发展中存在的重大问题是,"['资源相对短缺,生态环境脆弱,环境污染大', '资源十分短缺,生态环境脆弱,环境污染严重', '资源相对短缺,生态环境脆弱,环境容量不足', '资源十分短缺,生态环境破坏,环境污染严重']","['资源相对短缺,生态环境脆弱,环境容量不足']"
打倒封建主义官僚资本主义解决,"['民主问题', '民族问题', '宗教问题', '边界问题']",['民主问题']
"2011年8月12日至8月23日,第26届世界大学生夏季运动会在深圳举行,深圳市政府为此开通了相关网络,通过网络征求意见和建议等方式,广泛吸收各种创意和想法,力求打造一个有特色、重创新、很简约的开闭幕式,市民纷纷发表意见,提出建议.根据上述材料可知,这是公民通过()参与民主决策","['社会听证制度', '专家咨询制度', '社情民意反映制度', '信访举报制度']",['社情民意反映制度']
“两型社会“改革试点区是：,"['深圳', '海南', '武汉城市群长株潭城市群', '浦东']",['武汉城市群长株潭城市群']
对经济发展起第一位变革作用的是,"['科学技术', '劳动对象', '劳动工具', '劳动者']",['科学技术']
新时期爱国统一战线的主题是,"['建设中国特色的社会主义', '实现祖国完全统一', '维护世界和平', '加强民族团结']",['建设中国特色的社会主义']
"在同顽固派斗争时,坚持().","['有理有利有节的原则', '有利', '有节', '有理']",['有理有利有节的原则']
"改革开放以来,我国出现了一些新的社会阶层,属于新的社会阶层的是","['工人阶级', '农民阶级', '知识分子', '私营业主']",['私营业主']
人民军队建设的最根本原则是党指挥枪,"['对', '错']",['对']
"2011年4月14日,金砖国家领导人第三次会晤在海南省三亚市举行.除中国外,参加本次会晤的国家还有①俄罗斯②巴西③印度④南非","['②③④', '①②④', '①②③④', '②③④']",['①②③④']
三大改造的目的是为了尽快形成“苏联模式”.,"['对', '错']",['错']
"在马克思主义和中国革命实际相结合的过程,对中国革命危害最大的是","['经验主义', '宗派主义', '自由主义', '教条主义']",['教条主义']
依法治国所依之法最重要的是,"['宪法和法律', '民法和刑法', '宪法和民法', '刑法和宪法']",['宪法和法律']
人民民主专政是我国的,"['政体', '国体', '政体和国体的统一', '国体和政体的统一']",['国体']
"党的十七大明确指出,当前关系国民经济全局紧迫而重大的战略任务是","['加快转变经济发展方式,推动产业结构优化升级', '走新型工业化道路', '建设社会主义新农村', '统筹区域发展']","['加快转变经济发展方式,推动产业结构优化升级']"
“三个代表”重要思想形成的现实依据是(&nbsp;),"['世界格局有了深刻变化', '改革开放进入攻坚阶段', '十三届四中全会以来中国特色社会主义建设取得重大成果', '中国共产党的建设面临新形势和新任务']",['中国共产党的建设面临新形势和新任务']
"2013年11月12日,中共十八届三中全会通过的《中共中央关于全面深化改革若干重大问题的决定》指出,全面深化改革的总目标是完善和发展中国特色社会主义制度,推进国家治理体系和治理能力现代化.必须更加注重改革的系统性、整体性、协同性,加快发展社会主义市场经济、民主政治、先进文化、和谐社会、生态文明,让一切劳动、知识、技术、管理、资本的活力竞相迸发,让()","['发展成果更多更公平惠及全体人民', '一切劳动、知识、技术、管理、资本的活力竞相迸发', '一切创造社会财富的源泉充分涌流', '以上都是']",['以上都是']
实现共同富裕就是实现全体人民的同步富裕.,"['对', '错']",['错']
加强社会主义法律建设的基本要求的核心是,"['有法必依', '有法可依', '执法必严', '违法必究']",['有法可依']
陈云在中共八大上提出的关于社会主义经济制度的设想是,"['“主要公有,次要私有”', '“两参一改三结合', '“三个主体,三个补充”', '“大的集中,小的分散”']","['“三个主体,三个补充”']"
"党的十七大强调,统筹城乡发展,推进社会主义新农村建设,要把如下问题解决好始终作为全党工作的重中之重即","['农民问题', '农村问题', '农业问题', '“三农”问题']",['“三农”问题']
"市场经济时代,提“为人民服务”过时了.()","['对', '错']",['错']
毛泽东在中共八七会议上提出的著名论断是,"['兵民是胜利之本', '须知政权是由枪杆子中取得的', '一切反动派都是纸老虎', '只允许党指挥枪而决不允许枪指挥党']",['须知政权是由枪杆子中取得的']
()是各民族共同团结、共同繁荣政治前提和基础,"['民族平等', '各民族相互促进', '各民族共同发展', '祖国统一']",['民族平等']
我国社会主义初级阶段同新民主主义社会在社会性质上的明显区别在于：①是否存在社会主义公有制经济；②社会主义公有制经济是否成为社会经济的主体；③社会主义根本政治制度是否确立；④马克思主义世界观在整个社会思想文化领域中的指导地位是否得到基本确立,"['①②③④', '②③④', '①②③', '①③④']",['②③④']
新民主主义的经济纲领是没收地主的土地归().,"['国家所有', '资本家所有', '农民所有', '工人所有']",['农民所有']
"从根本上讲,工业化进程就是伴随着科技进步和经济发展的","['产业结构优化和升级', '经济结构的调整和优化', '传统产业空心化', '第三产业突出的发展']",['产业结构优化和升级']
把“和谐”与“富强民主文明”一起写入党的基本路线是在党的,"['十三大', '十五大', '十六大', '十七大']",['十七大']
"1956年,苏共二十大以后,毛泽东提出要","['“照抄苏联”', '“以苏为鉴”', '“三个主体,三个补充”', '实行生产责任制']",['“以苏为鉴”']
建设中国特色社会主义的总布局包括：①经济建设；②政治建设；③文化建设；④社会建设；⑤生态文明建设,"['①②③', '②③④', '①②③④⑤', '①③④⑤']",['①②③④⑤']
"中国的发展离不开世界,这是对()的深刻总结","['世界经济发展史', '中国发展历史', '中国古代发展历史', '中国近代发展历史']",['世界经济发展史']
最先提出“马克思主义中国化”命题的中国共产党领导人是(&nbsp;&nbsp;),"['李大钊', '毛泽东', '陈独秀', '刘少奇']",['毛泽东']
解放战争时期的革命统一战线是().,"['人民民主统一战线', '工农民主统一战线', '抗日民族统一战线', '第一次国共合作统一战线']",['人民民主统一战线']
我国已初步形成、逐步推进的多层次的开放格局是,"['经济特区→沿海开放城市→沿海经济开放区→沿边沿江开放→内地开放', '沿海开放城市→经济技术开发区→沿海经济开放区→沿边沿江开放→内地开放', '经济特区→沿边沿江开放→沿海开放城市→内地开放', '经济特区→沿海开放城市→沿边沿江开放→内地开放']",['经济特区→沿海开放城市→沿海经济开放区→沿边沿江开放→内地开放']
"邓小平南方谈话回答了长期困扰人们思想的一系列重大认识问题,被誉为新时期第二次思想解放的宣言书,邓小平南方谈话发表的时间是","['1978年', '1991年', '1989年', '1992年']",['1992年']
近代中国的社会性质是,"['封建社会', '半封建社会', '半殖民半封建社会', '半殖民地社会']",['半殖民半封建社会']
建设中国特色社会主义首要的基本的理论问题是(),"['什么是市场经济,怎样建立社会主义市场经济体制', '什么是社义社会的主要矛盾,怎样解决这一主要矛盾', '什么是社会主义,怎样建设社会主义', '什么是马克思主义,怎样坚持马克思主义']","['什么是社会主义,怎样建设社会主义']"
"我国对资本主义工商业的社会主义改造中,实行的个别企业公私合营的企业具有","['社会主义萌芽性质', '半社会主义性质', '社会主义性质', '集体主义性质']",['半社会主义性质']
毛泽东思想活灵魂的三个基本方面是()①实事求是②群众路线③独立自主④武装斗争,"['①②③', '②③④', '①③④', '①②④']",['①②③']
"经过延安整风,成为全党共识的是().","['枪杆子里面出政权', '星星之火可以燎原', '反对本本主义', '马克思主义中国化']",['马克思主义中国化']
人类科学文化知识的重要创造者、继承者和传播者是指：,"['工人阶级', '知识分子', '新的社会阶层', '农民阶级']",['知识分子']
中国外交的宗旨是,"['维护世界和平,促进共同发展', '推进国际关系民主化', '反对霸权主义和强权政治', '独立自主']","['维护世界和平,促进共同发展']"
我国由新民主主义向社会主义转变的时期是指,"['1949年10月到1952年12月', '1953年1月到1956年12月', '1957年1月到1966年4月', '1949年10月到1956年12月']",['1949年10月到1956年12月']
"毛泽东提出探索马克思主义同中国实际即社会主义建设实际的“第二次结合”,在总体上没有取得成功,其最根本的原因是()","['教条主义地对待马克思主义', '照搬苏联模式', '没有完全搞清楚“什么是社会主义,怎样建设社会主义”的问题', '以革命的方法搞建设']","['没有完全搞清楚“什么是社会主义,怎样建设社会主义”的问题']"
"毛泽东指出,我国人民民主专政的领导力量是().","['工人阶级', '农民阶级', '城市小资产阶级', '民族资产阶级']",['工人阶级']
中国革命和建设的基本立足点是,"['争取外援', '艰苦奋斗', '独立自主', '利用大国之间的矛盾']",['独立自主']
"中国特色的精兵之路,核心是一个字","['精', '少', '多', '高']",['精']
决定我国现阶段多种所有制经济共同发展的根本原因是,"['资金短缺、就业压力大', '扩大对外开放,与世界经济接轨', '生产力总体状况落后、发展不平衡、具有多层次', '建立社会主义市场经济体制的需要']",['生产力总体状况落后、发展不平衡、具有多层次']
解决城市低收入家庭住房困难的重要制度是,"['经济适用房制度', '商品房制度', '房屋租赁制度', '廉租住房制度']",['廉租住房制度']
"在对资本主义的工商业社会主义改造的第一、第二阶段,采取的利润分配政策是","['定息', '劳资两利', '公私兼顾', '“四马分肥”']",['“四马分肥”']
"关于人权的说法,不正确的是","['人权的基础是生命的生存和发展,没有生存权,其他人权均无从谈起', '人权的实现和社会经济发展程度没有必然关系', '经济文化落后,即使有了先进的社会制度,人权的实现程度也会受到限制', '对于发展中国家来说,生存权和发展权是最根本最重要的人权']",['人权的实现和社会经济发展程度没有必然关系']
"公有制的实现形式,具体是指(&nbsp;&nbsp;)","['社会主义经济制度的实现形式', '公有资产的所有、占有、支配、使用的关系', '公有资产的组织形式和经营方式', '公有资产的最终归属问题']",['公有资产的组织形式和经营方式']
物质运动的存在形式是(&nbsp;&nbsp;),"['时间', '空间', '时间和空间', '实践']",['时间和空间']
“三个代表”重要思想是在科学判断(&nbsp;&nbsp;),"['社会阶层结构的基础上提出来的', '党的自身状况的基础上提出来的', '党的历史方位的基础上提出来的', '国际政治格局的基础上提出来的']",['党的历史方位的基础上提出来的']
我国对外政策的基本立足点是：,"['加强同发展中国家的团结与合作', '维护世界和平,促进共同发展', '和平共处五项原则', '独立自主地处理一切国际事务']",['加强同发展中国家的团结与合作']
"在我国社会主义现代化建设中,必须坚持中国共产党的领导,因为只有坚持党的领导,才能()(1)坚持现代化建设的社会主义方向(2)制定和执行正确的路线、方针和政策,保证社会主义现代化建设的胜利(3)正确处理各种复杂的社会矛盾,把亿万人民团结凝聚起来,共同建设美好的未来(4)维护国家的统一、社会的和谐稳定(5)应对复杂的国际环境的挑战","['(1)(2)(3)(4)(5)', '(2)(3)(5)', '(1)(2)(4)(5)', '(1)(3)(5)']",['(1)(2)(3)(4)(5)']
①党的十五大；②党的十六大；③党的十七大；④党的十八大；强调我国正处于并将长期处于社会主义初级阶段.,"['①②', '①④', '①③④', '①②③④']",['①②③④']
军队建设的中心任务是,"['现代化', '信息化', '革命化', '正规化']",['现代化']
"2013年11月12日,中共十八届三中全会通过的《中共中央关于全面深化改革若干重大问题的决定》提出,公有制为主体、多种所有制经济共同发展的基本经济制度,是()","['中国特色社会主义制度的重要支柱', '社会主义市场经济体制的根基', '中国特色社会主义经济制度的重要支柱', '社会主义市场经济体制的根基']","['中国特色社会主义制度的重要支柱', '社会主义市场经济体制的根基']"
"我国对手工业的社会主义改造,采取从()合作到生产合作的道路","['消费', '供销', '技术', '产品']",['供销']
"邓小平对党的思想路线的内容作了概括,指出：“实事求是,一切从实际出发,理论联系实际,坚持实践是检验真理的标准,这就是我们党的思想路线.”这是在党的","['十一届三中全会上概括的', '十一届四中全会上概括的', '十一届五中全会上概括的', '十二大上概括的']",['十一届五中全会上概括的']
“发展才是硬道理”是谁提出的一个著名论断,"['毛泽东', '邓小平', '江泽民', '胡锦涛']",['邓小平']
我国社会主义四个现代化是：①现代农业②现代工业③现代国防④现代教育⑤现代科学技术,"['①②③④', '①③④⑤', '②③④⑤', '①②③⑤']",['①②③⑤']
"在现代化建设中,具有先导性全局性作用,必须摆在优先发展战略地位的是","['教育', '国防建设', '解放思想', '科学技术']",['教育']
毛泽东第一次系统提出社会主义社会矛盾的学说的著作是,"['《反对本本主义》', '《论十大关系》', '《关于正确处理人民内部矛盾的问题》', '《在中国共产党全国代表大会上的讲话》']",['《关于正确处理人民内部矛盾的问题》']
社会主义核心价值体系的基本内容包括：①马克思主义指导思想；②中国特色社会主义共同理想；③以爱国主义为核心的民族精神；④以改革创新为核心的时代精神；⑤社会主义荣辱观,"['①②③④', '①④⑤', '③④⑤', '①②③④⑤']",['①②③④⑤']
"民主革命时期,中国工人阶级的特殊优点有①深受帝国主义、封建主义和资本主义的三重压迫,革命性最强②同先进的经济形式相联系,富于组织性和纪律性③和广大农民有天然联系,便于结成工农联盟④集中在大中城市和大中型企业部门,便于进行有组织的革命斗争.","['①②③', '①②', '①③④', '①②③④']",['①③④']
"设想存在着不运动的物质,会陷入(&nbsp;)","['形而上学', '诡辩论', '辩证法和形而上学', '唯心论']",['形而上学']
毛泽东系统地阐述社会主义社会的两类矛盾的理论著作是(),"['《关于正确处理人民内部矛盾的问题》', '《论十大关系》', '《论人民民主专政》', '《不要四面出击》']",['《关于正确处理人民内部矛盾的问题》']
市场经济是,"['商品经济充分发展的产物', '自然经济充分发展的产物', '社会分工充分发展的产物', '社会化大生产的产物']",['社会化大生产的产物']
中国无产阶级由自在阶级转变为自为阶级的时期是在,"['1840年鸦片战争之后', '1919年五四运动之后', '1921年中国共产党成立之后', '1949年新中国成立之后']",['1919年五四运动之后']
