question,options,right_answer
"在抗日民族统一战线中,进步势力主要是指()①工人②农民③城市小资产阶级④民族资产阶级","['①②', '①②③', '①②④', '①②③④']",['①②③']
"以袁世凯为首的北洋军阀投靠帝国主义的表现为()①出卖路权、矿权,大肆借款,并签订众多不平等条约②与列强签订“善后大借款”合同,使列强控制和监督中国财政③基本接受日本提出的严重损害中国权益的“二十一条”④以各种手段兼并土地,对农民征收苛捐杂税⑤操纵、垄断财政金融、工业和运输业","['①②③⑤', '①②④', '②③', '①②③']",['①②③']
"辛亥革命是一场为救亡图存而进行的革命运动,其爆发的根本原因是(&nbsp;&nbsp;&nbsp;)","['武汉地区革命人士的组织宣传和发动', '清政府“新政”和“立宪”骗局及镇压保路运动激化了矛盾', '中国民族资本主义发展受到帝国主义和封建主义的限制和阻碍', '民族危机空前严重,清王朝成为“洋人的朝廷”,中国社会两大主要矛盾合流并发展']",['中国民族资本主义发展受到帝国主义和封建主义的限制和阻碍']
抗日战争胜利后取代日本在中国享有种种特权的国家是().,"['英国', '法国', '美国', '德国']",['美国']
"史学界把维新变法、辛亥革命和新文化运动都称为近代化运动,因为他们要求()","['实行资产阶级民主政治', '提倡民主和科学', '彻底废除旧制度', '宣传新思想,弘扬新文化']",['实行资产阶级民主政治']
"鸦片战争以后,一股“向西方学习”的新思想萌发,其主要目的是().","['重新认识世界,寻求强国御侮之道', '学习西方先进技术,发展资本主义经济', '了解西方国家,与之建立平等的外交关系', '学习西方的先进的政治制度,进行社会改革']","['重新认识世界,寻求强国御侮之道']"
"1903年,()发表了《驳康有为论革命书》,指出以革命推翻清王朝,实行民主共和.","['严复', '陈天华', '邹容', '章炳麟']",['章炳麟']
"在辛亥革命爆发前,孙中山领导中国同盟会发动的武装起义中影响最大的是()","['黄花岗起义', '惠州起义', '萍浏醴起义', '镇南关起义']",['黄花岗起义']
"1946年1月政协会议受到人民的普遍欢迎,是因为().","['通过了有利于人民的协议', '冲破了蒋介石的独裁统治', '体现了党派平等协商的精神', '通过了《和平建国纲领》']",['通过了《和平建国纲领》']
"国民党统治时期,在中国的社会经济生活中占优势地位的是()","['资本主义经济', '小农经济', '市场经济', '封建经济']",['小农经济']
洪仁玕与维新派的共同政治主张是(),"['实行民主政治', '提倡以法治国', '强调自主外交', '废除旗人特权']",['提倡以法治国']
洋务派所办的民用工业其生产的主要目的是(),"['满足军事工业的需要', '抵制外国经济势力的扩张', '赚取利润,增强经济实力', '培养人材,发展资本主义']",['满足军事工业的需要']
"1942年元旦在长沙发起,曾给日军以有力的打击,致日军死伤5万多人的战争是()","['第二次长沙会战', '第三次长沙会战', '第一次长沙会战', '第四次长沙会战']",['第三次长沙会战']
"说太平天国运动的斗争水平高于此前的历次农民起义,能支持这一观点的论据不包括()","['其纲领废除了封建土地所有制', '它建立了一个绝对平均的社会', '它在中国最早提出发展资本主义的方案', '它担负起了反对外来侵略的斗争']",['它建立了一个绝对平均的社会']
义和团反帝爱国运动的直接意义是：(),"['打击了清政府的反动统治,加速了它的灭亡', '暴露了清政府的卖国本质,促进了人民的觉醒', '粉碎了帝国主义瓜分中国的的狂妄计划', '促进了资产阶级革命团体的建立']",['粉碎了帝国主义瓜分中国的的狂妄计划']
国民党代表(),"['中小资产阶级的利益', '封建地主阶级的利益', '地主阶级、买办性的大资产阶级利益', '民族资本家和实业家的利益']",['地主阶级、买办性的大资产阶级利益']
正式制定我国社会主义现代化建设“三步走”战略部署的是,"['中共十二大', '中共十三大', '中共十四大', '中共十五大']",['中共十三大']
长期与共产党合作的民主党派有().①民革民盟②民建民进③民促社会党④农工党致公党⑤九三学社台盟,"['①②③', '②③④', '①②④⑤', '①②③④⑤']",['①②④⑤']
"1885年3月,()期间,法军进攻中越边境镇南关,老将冯子材身先士卒,率部勇猛冲杀,取得镇南关大捷.","['第一次鸦片战争', '第二次鸦片战争', '中法战争', '甲午战争']",['中法战争']
近代史上中国人民第一次大规模的反侵略武装斗争是(),"['太平天国农民战争', '台湾人民反美斗争', '三元里人民的抗英斗争', '台湾人民反日斗争']",['三元里人民的抗英斗争']
“九一八”事变发生于(),"['1929年', '1931年', '1932年', '1935年']",['1931年']
"《辛丑条约》签订后,中国完全陷入半殖民地半封建社会的深渊,这主要是指()","['中国自给自足的自然经济完全解体', '帝国主义直接控制清政府的内政外交', '赔款数额巨大,清经济被帝国主义完全控制', '清政府完全成为列强的侵华工具']",['清政府完全成为列强的侵华工具']
日本迫使清政府签订的割让台湾的不平等条约是(),"['《南京条约》', '《北京条约》', '《马关条约》', '《瑷珲条约》']",['《马关条约》']
标志着中国共产党进入创建工农红军新时期的武装起义有()①南昌起义②秋收起义③广州起义④武昌起义,"['②④', '①②③', '①②③④', '②③④']",['①②③']
"下列对抗战中两个战场的形成与相互关系的分析,正确的是()①国共双方分别指挥各自军队在正面和敌后同日军交战②敌后战场一直是抗战的主战场③两个战场实行不同的抗战路线④两个战场共同组成全民族的抗战","['①②③④', '②③', '①②', '①③④']",['①③④']
"卢沟桥事变以后,日本动员几乎全部军事力量,采取“速战速决”的战略,发起战略进攻的地区包括().①华北②华中③华南④华东","['②④', '①②④', '①②③④', '②③④']",['①②④']
"日本对中国的大规模侵略和在中国部分地区的殖民统治,犯下了空前严重的罪行,其主要表现是().①制造惨绝人寰的大屠杀②实行“三光”政策③控制铁路交通④肆意掠夺矿产资源、土地及农产品⑤强制推行奴化教育","['①②③', '①③⑤', '②③④', '①②③④⑤']",['①②③④⑤']
"华北事变发生后,中国共产党组织领导的一二九运动标志着().","['中国人民局部抗日战争的开始', '中国人民抗日救亡运动新高潮的到来', '中国抗日民族统一战线的形成', '中国抗日战争进入全国性抗战的新时期']",['中国人民抗日救亡运动新高潮的到来']
共产党早期组织领导的第一个工会是(),"['上海机器工会', '长辛店工人俱乐部', '武汉工会', '长沙工会']",['上海机器工会']
"西方列强对中国的侵略,首先和主要的是进行()","['政治控制', '经济掠夺', '文化渗透', '军事侵略']",['军事侵略']
"下列新式学堂中,不属于维新派创办的是()","['时务学堂', '京师大学堂', '京师同文馆', '万木草堂']",['京师同文馆']
"1843年,创立拜上帝教的是()","['梁发', '洪秀全', '冯云山', '杨秀清']",['洪秀全']
北洋军阀统治中国的主要社会基础是()①地主阶级②买办资产阶级③外国帝国主义④民族资产阶级,"['②④', '①②', '③④', '②③④']",['①②']
"19世纪60年代后,封建统治阶级中的洋务派开展洋务运动的指导思想是()","['中学为体、西学为用', '师夷长技以制夷', '物竞天择、适者生存', '变法维新以救亡图存']",['中学为体、西学为用']
"1948年秋,中国人民解放军进行战略决战的第一个战役是().","['辽沈战役', '淮海战役', '平津战役', '渡江战役']",['辽沈战役']
1946年出席重庆政治协商会议的政党有().①中国共产党②国民党③民主同盟④青年党⑤工党,"['①②', '①②③⑤', '①②③④', '③④⑤']",['①②③④']
抗日民族统一战线正式建立的标志是(),"['中共发表《八一宣言》', '西安事变的和平解决', '红军改编为八路军和新四军', '国民党公布中共提交的国共合作宣言']",['国民党公布中共提交的国共合作宣言']
国民党由片面抗战转向消极抗战的标志是(),"['国民党五届五中全会', '国民党六届六中全会', '国民党五届三中全会', '国民党六届三中全会']",['国民党五届五中全会']
中国近现代历史上第一次明确提出了反帝反封建的民主革命纲领的是(),"['辛亥革命', '五四运动', '中共一大', '中共二大']",['中共二大']
"1927年7月中旬,中共中央临时政治局常委会决定了几件大事,主要是()①将党所掌握和影响的部队向南昌集中,准备起义②组织湘鄂赣粤四省的农民,在秋收季节举行暴动③召集中央会议,讨论和决定新时期的方针和政策④进行土地革命","['①②③', '②③④', '①③④', '①②④']",['①②③']
下面哪项不是帝国主义对中国进行文化渗透的主要目的(),"['宣扬殖民主义奴化思想', '麻醉中国人民的精神', '摧毁中国人的自尊心和自信心', '灌输民主思想']",['灌输民主思想']
"2014年10月,在福建省上杭县古田镇召开了().","['全国宣传思想工作会议', '文艺工作座谈会', '高校党建工作会议', '全军政治工作会议']",['全军政治工作会议']
"20世纪30年代,英、美对蒋介石有时支持其抗日,有时劝降,其目的是()①削弱中国革命力量②避免日军南下太平洋③维护英．美在华利益④推动日军进攻苏联","['①②③④', '①②③', '①②', '②③④']",['②③④']
"抗日战争胜利后,国民党坚持的方针是().","['独裁、内战', '民主、和平', '与中共坦诚合作', '建立联合政府']",['独裁、内战']
"甲午战争后,响亮地喊出“救亡”口号的是()","['康有为', '梁启超', '严复', '孙中山']",['严复']
辛亥革命失败的原因都有哪些()①帝国主义不允许中国独立发展资本主义②不能建立坚强的革命政党③没有提出彻底的反帝反封建的纲领④不敢充分发动人民群众,"['①②', '①②③', '①②③④', '③④']",['①②③④']
中国旧民主主义革命终结的标志是(),"['二次革命的失败', '第一次护法运动的失败', '五四运动的爆发', '第二次护法运动的失败']",['第二次护法运动的失败']
"1961年1月,中共中央正式决定对国民经济实行“调整、巩固、充实、提高”方针的会议是()","['中共八届五中全会', '中共八届六中全会', '中共八届九中全会', '中共八届十中全会']",['中共八届九中全会']
1915年9月在上海创办《青年杂志》的是(),"['胡适', '鲁迅', '李大钊', '陈独秀']",['陈独秀']
"百日维新失败后,拒绝出走日本的劝告,并坦然表示“各国变法,无不从流血而成；今日中国未闻有因变法而流血者,此国之所以不昌也”的是()","['康有为', '梁启超', '谭嗣同', '刘光第']",['谭嗣同']
"抗日战争期间在张家口成立成立的察哈尔民众抗日同盟军,其主要领导人是()","['冯玉祥、吉鸿昌', '冯玉祥、董振堂', '赵博生、董振堂', '蔡廷锴、蒋光鼐']",['冯玉祥、吉鸿昌']
五四运动前新文化运动的性质是(),"['资产阶级民主主义革命性质的思想启蒙运动', '新民主主义性质的思想启蒙运动', '社会主义性质的思想启蒙运动', '资产阶级改良性质的思想启蒙运动']",['资产阶级民主主义革命性质的思想启蒙运动']
中国抗日战争胜利纪念日是(),"['6月3日', '7月3日', '9月3日', '8月3日']",['9月3日']
"1905年,中国同盟会成立后的机关报是()","['《时务报》', '《国闻报》', '《新民丛报》', '《民报》']",['《民报》']
新中国的政体是().,"['无产阶级专政', '资产阶级专政', '人民民主专政', '一党专政']",['人民民主专政']
国民党在全国范围内建立起全国统治的标志是(),"['东北易帜', '宁汉合流', '七一五政变', '南京国民政府改组']",['东北易帜']
"在俄国十月革命影响下,中国率先举起马克思主义旗帜的是()","['陈独秀', '李大钊', '陈望道', '毛泽东']",['李大钊']
规定外国军队有权在北京使馆区和北京至大沽、山海关一线包括天津、唐山等12处“留守驻兵”的条约是(),"['《北京条约》', '《天津条约》', '《马关条约》', '《辛丑条约》']",['《辛丑条约》']
英国强迫清政府割让香港的条约是(),"['1842年《南京条约》', '1860年《北京条约》', '1858年《爱珲条约》', '1895年《马关条约》']",['1842年《南京条约》']
"中国的近现代史,是指()年以来中国的历史.","['1840', '1911', '1919', '1949']",['1840']
"民国初年,两次帝制复辟均以失败告终的共同原因是()","['资产阶级力量强大', '西方列强的干涉', '北洋军阀内部矛盾激化', '辛亥革命后民主共和的观念深入人心']",['辛亥革命后民主共和的观念深入人心']
中国共产党制定《抗日救国十大纲领》的重要会议是(),"['瓦窑堡会议', '洛川会议', '中共六届六中全会', '中共六届七中全会']",['洛川会议']
"武昌起义爆发后,控制大部分地方政权的是()","['革命党人', '北洋军阀和旧官僚', '袁世凯的亲信', '立宪派和旧官僚']",['立宪派和旧官僚']
"清政府设立督办政务处,宣布实行“新政”是在()","['1901年', '1904年', '1906年', '1908年']",['1901年']
"洋务运动没有使中国走上富强的道路,从根本上讲,这是()","['由其维护清朝统治的目的决定的', '允许外国公使进驻北京', '允许外国在通商口岸开设工厂', '清政府被迫向列强借款']",['由其维护清朝统治的目的决定的']
"全面抗战爆发后,中国军队的第一次重大胜利是()","['淞沪会战', '平型关大捷', '台儿庄大捷', '阳明堡大捷']",['平型关大捷']
表明蒋介石彻底叛变革命的是()①中山舰事件②整理党务案③“四—二”反革命政变④“七—五”反革命政变,"['①②', '①②③④', '②③④', '③④']",['③④']
新中国建立初期通过没收官僚资本建立了(),"['合作社经济', '国家资本主义经济', '国营经济', '民族资本主义经济']",['国营经济']
"我国农业社会主义改造中,具有完全社会主义性质的经济组织形式是()","['互助组', '变工队', '初级农业生产合作社', '高级农业生产合作社']",['高级农业生产合作社']
上世纪初第一场帝国主义战争发生在中国的(),"['东北地区', '山东半岛', '东南沿海', '长江流域']",['东北地区']
"太平天国运动面对着中国历史上历次农民战争所不曾有的新情况,“新情况”是指()","['尖锐的阶级矛盾', '满汉地主阶级的共同镇压', '内讧导致力量削弱', '中外反动势力的联合镇压']",['中外反动势力的联合镇压']
"近代以来的历史表明,中国要争取民族独立和人民解放,必须首先进行()","['实现民族团结的斗争', '反帝反封建的民主革命', '无产阶级的社会主义革命', '实现人民富裕的革命']",['反帝反封建的民主革命']
中国近代史上人民第一次大规模的反侵略武装斗争是(),"['虎门销烟', '三元里人民抗英斗争', '太平天国运动', '义和团运动']",['三元里人民抗英斗争']
资本-帝国主义列强在中国设立的最早的租界是在(),"['广州', '南京', '上海', '重庆']",['上海']
所谓“国中之国”是指(),"['帝国主义在华的势力范围', '帝国主义强迫我国开放的通商口岸', '租借地', '帝国主义强迫清政府割让的土地']",['租借地']
"“国民革命需要一个大的农村变动.辛亥革命没有这个变动,所以失败了.”毛泽东这个观点指出辛亥革命失败的原因在于()","['没有提出彻底的反帝的革命纲领', '不能充分发动和依靠人民群众', '不能建立坚强的革命政党', '没有提出彻底的反封建的革命纲领']",['不能充分发动和依靠人民群众']
中国红色政权能够存在和发展的原因和条件有()①政治经济发展不平衡②良好的群众基础③向前发展的革命形势④相当力量的正式红军的存在⑤共产党的正确领导,"['①②③', '④⑤', '③④⑤', '①②③④⑤']",['①②③④⑤']
"抗战爆发后,中共中央为加强中共满洲省委的领导力量,先后选派到东北的人员不包括()","['杨靖宇', '周保中', '赵一曼', '李济深']",['李济深']
"鸦片战争后,中国社会最主要的矛盾是()","['地主阶级和农民阶级的矛盾', '外国资本主义和中华民族的矛盾', '封建主义和人民大众的矛盾', '清朝统治和汉族的矛盾']",['外国资本主义和中华民族的矛盾']
"继兴中会之后,资产阶级革命团体在各地陆续成立.其中重要的有()①华兴会②光复会③科学补习所④岳王会","['①②', '①②③④', '②④', '①②④']",['①②③④']
中国民主革命的主要力量是().①富农②城市小资产阶级③工人④民族资产阶级⑤农民,"['①③④', '②③④', '②③⑤', '①②③④⑤']",['②③⑤']
完整地提出新民主主义革命阶段的总路线和总政策的文献是(),"['《在晋绥干部会议上的讲话》', '《目前形势和我们的任务》', '《论人民民主专政》', '《新民主主义论》']",['《在晋绥干部会议上的讲话》']
"毛泽东在1957年指出,我国国家政治生活的主题是正确处理()","['敌我矛盾', '人民内部矛盾', '生产关系与生产力的矛盾', '上层建筑与经济基础的矛盾']",['人民内部矛盾']
"1935年12月,毛泽东作了《论反对日本帝国主义的策略》的报告,主要内容包括()①阐明党的抗日民族统一战线的政策②批评党内的关门主义③批评了党内对于革命的急性病④系统地解决了党的政治路线上的问题","['①②③④', '①②④', '②③④', '①②④']",['①②③④']
关于“双十协定”说法不正确的是().,"['签订于1945年10月10日', '即为《政府与中共代表会谈纪要》', '确认了和平建国的基本方针', '成为国民党始终恪守的一个原则']",['成为国民党始终恪守的一个原则']
"解放战争时期,中国共产党颁布的两个著名的土地纲领是().①《关于清算、减租及土地问题的指示》②《中国土地法大纲》③《兴国土地法》④《中华人民共和国土地改革法》⑤《土改令》","['①②③④', '①②', '①②③', '③④']",['①②']
《资政新篇》的致命弱点是(),"['没有超出农民小生产者的狭隘眼界', '所追求的社会理想是不切实际的空想', '资本主义色彩太浓', '通篇未涉及农民问题和土地问题']",['通篇未涉及农民问题和土地问题']
"民主革命者吴玉章说：“从辛亥革命起,我们为了推翻清朝而迁就袁世凯,后来为了反对北洋军阀而利用西南军阀,再后来为了抵制西南军阀,而培植陈炯明,最后陈炯明叛变了.这样看来,从前的一套革命老方法非改变不可,我们要从头做起”.这表明资产阶级革命党人要改变()","['革命纲领', '革命依靠力量', '革命对象', '革命方式']",['革命依靠力量']
"2006年3月,胡锦涛提出的社会主义荣辱观的主要内容是为","['“两个务必”', '“三大纪律八项注意”', '“五讲四美三热爱”', '“八荣八耻”']",['“八荣八耻”']
"近代新式学堂与旧式学校教育相比,新式学堂主要""新""在()","['允许教会办学', '普遍聘任外国教习', '废止科举考试', '改变教学内容和培养方向']",['改变教学内容和培养方向']
我国在对农业和手工业进行社会主义改造时采取的方针是(),"['积极领导、稳步前进、逐步过渡', '利用、限制、改造', '自愿互利、典型示范、国家帮助', '鼓励、支持、扶助']",['积极领导、稳步前进、逐步过渡']
被称为中国旧式农民战争的最高峰的运动是(),"['义和团运动', '三元里抗英', '太平天国运动', '洋务运动']",['太平天国运动']
以国共两党第二次合作为基础的抗日民族统一战线正式建立的标志是()①国民党中央通讯社发表《中共中央为公布国共合作宣言》②蒋介石发表实际上承认了中国共产党的合法地位的讲话③国民党五届三中全会的召开④中共洛川会议通过《抗日救国十大纲领》,"['②③④', '①②', '①②③④', '①②③']",['①②']
"孙中山说过：()“用大刀、肉体和联军相搏,虽然被联军打死了几万人,伤亡枕藉,还是前赴后继,其勇锐之气殊不可当,真是令人惊奇佩服.所以经过那次血战之后,外国人才知道中国还有民族思想,这种民族是不可消灭的.","['太平天国', '戊戌维新', '义和团', '辛亥革命']",['义和团']
黄埔军校同一切旧式军校根本区别在(),"['孙中山亲自兼任总理', '聘请苏联红军将领为军事顾问', '把政治教育提到和军事训练同等重要的地位', '有大批党团员和革命青年到军校学习']",['有大批党团员和革命青年到军校学习']
"1928年10月和11月,毛泽东写了()和《中国的红色政权为什么能够存在?》两篇文章,强调工农武装割据的思想,是共产党和割据地方的工农群众必须具备的一个重要思想.","['《星星之火可以燎原》', '《中国革命战争的战略问题》', '《井冈山的斗争》', '《战争和战略问题》']",['《井冈山的斗争》']
"在第一次工人运动高潮中,影响较大并且取得了胜利的罢工斗争有()①开滦煤矿工人罢工②香港海员罢工③安源路矿工人罢工④京汉铁路工人罢工","['①②', '②③', '③④', '①④']",['②③']
"从19世纪60年代到90年代,洋务派举办的洋务事业有()①兴办军用企业②建立新式海军③创办新式学堂④派遣留学生⑤兴办民用企业","['①②③④⑤', '②③④⑤', '①③④⑤', '①②③⑤']",['①②③④⑤']
标志着整个中国民族资产阶级领导的旧民主主义革命终结的是(),"['二次革命的失败', '护国运动的失败', '护法运动的失败', '保路运动的失败']",['护法运动的失败']
()成为积蓄和锻炼革命力量的主要战略阵地,"['城市', '农村根据地', '中央根据地', '延安']",['农村根据地']
以()为代表的资产阶级革命派首先发动了中国资产阶级民主革命.,"['黄兴', '宋教仁', '康有为', '孙中山']",['孙中山']
"”长征精神”是中国共产党人和人民军队革命风范的生动反映,是以()为核心的民族精神的最高体现","['全心全意为人民服务', '爱国主义', '自强不息', '艰苦奋斗']",['爱国主义']
"鸦片战争后,中国经济被卷入世界资本主义市场,其对中国的影响不包括()","['自给自足的自然经济逐步解体', '西方的先进生产技术逐步传入中国', '英国对华输出商品激增', '封建地主土地所有制瓦解']",['封建地主土地所有制瓦解']
"一位美国记者赞叹道：每一场革命都有它自身的传奇,毛泽东率领数万工农红军所完成的战略转移,就是中国革命史上的伟大传奇.他所说的“伟大传奇”是指().","['秋收起义', '井冈山会师', '第五次反围剿', '长征']",['长征']
中共中央正式提出过渡时期总路线是在(),"['1949年', '1952年', '1953年', '1956年']",['1953年']
"1898年,张之洞发表的对抗维新变法的著作是()","['《新学伪经考》', '《孔子改制考》', '《仁学》', '《劝学篇》']",['《劝学篇》']
"清末诗人丘逢甲在《春愁》中写道：""春愁难遣强看山,往事惊心泪欲潸.四百万人同一哭,去年今日割台湾.""诗中""往事""是指什么战争的失败()","['鸦片战争', '第二次鸦片战争', '甲午中日战争', '八国联军侵华战争']",['甲午中日战争']
"抗日战争胜利后,中国社会的主要矛盾是().","['中美民族矛盾', '中日民族矛盾', '无产阶级同资产阶级的矛盾', '中国人民同美帝国主义支持的国民党反动派之间的矛盾']",['中国人民同美帝国主义支持的国民党反动派之间的矛盾']
"武昌起义后,在一个月之内,全国就有()个省积极响应","['11', '12', '13', '14']",['13']
"根据中共十三“三步走”战略的部署,我国人均国民生产总值到21世纪中期要","['接近中等发达国家水平', '达到中等发达国家水平', '接近发达国家水平', '达到发达国家水平']",['达到中等发达国家水平']
"19世纪70至80年代,英国侵入西藏、云南、法国侵犯广西、日本侵犯中国台湾、俄国入侵新疆、德国占领胶州半岛,史称()","['“边疆危机”', '“瓜分狂潮”', '甲午战争', '“庚子国变”']",['“边疆危机”']
使近代中国沦为半殖民地半封建社会的第一个不平等条约是(),"['《辛丑条约》', '《南京条约》', '《马关条约》', '《北京条约》']",['《南京条约》']
中国新民主主义革命基本胜利的标志是(),"['三大战役的胜利', '《共同纲领》的颁布', '国民党逃亡台湾', '中华人民共和国成立']",['中华人民共和国成立']
"2007年6月,胡锦涛在中央党校发表的重要讲话中指出,科学发展观的根本方法是","['发展', '以人为本', '全面协调可持续', '统筹兼顾']",['统筹兼顾']
"资产阶级革命政党中国同盟会的机关报是(),这是革命党人与改良派进行论战、宣传民主共和的重要阵地.","['《时务报》', '《民报》', '《国闻报》', '《湘报》']",['《民报》']
洋务运动时期西学的传播主要在(&nbsp;),"['基督教教义', '市场经济理论', '军事技术方面、自然科学方面', '人文社科方面']",['军事技术方面、自然科学方面']
"1912年,被定为中华民国国旗的五色旗,寓意为()","['天下为公,共建民国', '弘扬传统,共创共和', '民族团结,实现共和', '各界联合,维护民国']","['民族团结,实现共和']"
"1955年,毛泽东发表全面总结农业合作化运动经验的报告是()","['《关于农业生产互助合作的决议(草案)》', '《关于发展农业生产合作社的决议》', '《关于农业合作化问题》', '《关于人民公社若干问题的决议》']",['《关于农业合作化问题》']
下列条约中割地、赔款、开放通商口岸三项都有的是(),"['《望厦条约》', '《天津条约》', '《北京条约》', '《黄埔条约》']",['《北京条约》']
"解放战争初期,毛泽东制定的打败蒋介石的军事原则是().","['集中优势兵力,各个消灭敌人', '消极防御', '诱敌深入', '全面进攻']","['集中优势兵力,各个消灭敌人']"
1927年9月毛泽东领导的秋收起义是(),"['浙赣边界秋收起义', '鄂豫皖边界秋收起义', '湘赣边界秋收起义', '湘鄂赣边界秋收起义']",['湘赣边界秋收起义']
“我们就这样以最野蛮的方式摧毁了世界上最宝贵的财富.”这句话反映的事件是(),"['南京大屠杀', '火烧圆明园', '文夕大火', '旅顺大屠杀惨案']",['火烧圆明园']
1941年3月在重庆参加秘密成立的中国民主政团同盟的党派有().①中华民族解放行动委员会②乡村建设协会③中国青年党④中华职业教育社,"['②③④', '①②③', '①③④', '①②③④']",['①②③④']
"以下对1938年10月前国民党政府抗战的评价,正确的是()","['消极抗战导致大片国土沦丧', '积极反共导致对日作战不利', '迟滞了日本军队的侵略进程', '努力奋战保住大片国土']",['迟滞了日本军队的侵略进程']
人民解放军粉碎国民党全面与重点进攻的作战原则和方法主要是().①分兵作战化整为零的原则②歼灭敌人有生力量的原则③运动战的作战方法④外线作战的战略方针⑤游击战,"['②⑤', '①④', '①⑤', '②③']",['②③']
抗战能够取得胜利的最主要原因是(),"['国民党政府正面战场的抗战', '敌后战场军民的英勇抗战', '世界反法西斯力量的援助', '中华民族的大团结,全民族的抗战']","['中华民族的大团结,全民族的抗战']"
"1928年12月29日,()在东北宣布“遵守三民主义,服从国民政府,改易旗帜.”","['杨虎城', '张作霖', '张学良', '冯玉祥']",['张学良']
资本——帝国主义列强统治近代中国在政治上采取的主要手段是().①控制中国的内政、外交②镇压中国人民的反抗③扶植、收买代理人④建立全面控制中国的殖民机构⑤推行资产阶级的政治制度,"['①②④⑤', '①②③', '①②③④', '①②③④⑤']",['①②③']
近代中国最主要的矛盾是(),"['封建主义和人民大众的矛盾', '工人阶级和农民阶级的矛盾', '地主阶级和农民阶级的矛盾', '帝国主义和中华民族的矛盾']",['帝国主义和中华民族的矛盾']
"民族资本主义经济在中国整个资本主义经济中不占主体地位,是因为受到了多方面的阻碍,这些阻碍来自于()①外国资本的压迫②本国官僚资本的排挤③封建生产关系的束缚④军阀官僚政府的压榨","['②③④', '①②③', '①③④', '①②③④']",['①②③④']
中国近代史上第一次大规模的反侵略战争是(),"['三元里人民的抗英斗争', '太平天国农民运动', '义和团运动', '辛亥革命']",['三元里人民的抗英斗争']
我国在改革开放新时期开始形成的基层民主自治体系的主要内容包括()①农村村民委员会②城市居民委员会③企业职工代表大会④学校学生代表大会,"['①②③', '②③④', '①②③④', '①③④']",['①②③']
"康有为把西方资本主义的政治学说同传统的儒家思想相结合,宣传维新变法的道理.这反映出的根本问题是()","['中国的封建顽固势力相当强大', '中国民族资产阶级具有软弱性', '中国的封建传统思想根深蒂固', '中国民族资产阶级日趋成熟']",['中国的封建传统思想根深蒂固']
"表示要“量中华之物力,结与国之欢心”的清朝统治者是()","['曾国藩', '李鸿章', '慈禧太后', '袁世凯']",['慈禧太后']
中国人民打败日本侵略者的全民族抗战经历了多少年(),"['六年', '七年', '八年', '九年']",['八年']
"辛亥革命失败后,资产阶级革命派为挽救革命成果继续斗争,以下不属于其范畴的有()","['二次革命', '护国运动', '护法运动', '保路风潮']",['保路风潮']
辛亥革命后建立的南京临时政府是什么性质的政权(),"['资产阶级共和国', '君主立宪制', '代表大地主和买办资产阶级利益', '代表官僚资产阶利益']",['资产阶级共和国']
太平天国正式建立与清政府对峙的政权是在(),"['金田起义后', '洪秀全自称天王后', '永安建制后', '定都天京后']",['定都天京后']
鸦片战争前中国封建社会在文化上的主要特点是以(),"['儒家思想为核心', '法家思想为核心', '道家思想为核心', '佛教思想为核心']",['儒家思想为核心']
中国早期信仰马克思主义的人物的三种主要类型是().①五四以前的新文化运动的精神领袖②五四爱国运动的左翼骨干③五四爱国运动的参加者④一部分原中国同盟会会员、辛亥革命时期的活动家,"['①②③', '①②④', '②③④', '②③']",['①②④']
"在1922年召开的中共二大上,中国共产党第一次明确提出了()","['新民主主义革命总路线', '实现共产主义的最高纲领', '土地革命的总路线', '反帝反封建的民主革命纲领']",['反帝反封建的民主革命纲领']
"1945年8月,毛泽东发表的号召对日本侵略者实行全国规模反攻的文章是()","['《为抗日救国告全国同胞书》', '《关于目前形势与党的任务的决定》', '《论持久战》', '《对日寇的最后一战》']",['《对日寇的最后一战》']
毛泽东思想初步形成的标志是(),"['井冈山革命根据地的创立', '工农武装割据思想的提出', '农村包围城市,武装夺取政权理论的提出', '土地革命战争的兴起']","['农村包围城市,武装夺取政权理论的提出']"
"日本占领中国东北以后又策动华北五省(河北、察哈尔、绥远、山西、山东)两市(北平、天津)“防共自治运动”,制造傀儡政权.这就是()","['华北事变', '一二八事变', '华中事变', '卢沟桥事变']",['华北事变']
"中国的资产阶级分成了两个部分,一部分是官僚资产阶级,一部分是民族资产阶级,其根源在于()","['民族资产阶级的两面性', '近代中国半殖民地半封建社会性质', '长期的封建军阀割据', '国民党腐败']",['近代中国半殖民地半封建社会性质']
"资本—帝国主义对华文化渗透的主要方法有().①披着宗教外衣,进行侵略活动②为侵略中国制造舆论③实行商品输出④扶植、收买代理人","['①②', '③④', '①②③④', '①④']",['①②']
"由于北伐战争胜利进军的推动,中国人民在反帝斗争中于1927年收回了().①广州法租界②上海法租界③汉口英租界④九江英租界","['①②③', '②③④', '③④', '②③']",['③④']
"提出""要懂得些中国历史,这是中国发展的一个精神动力""这一主张的是()","['洪秀全', '毛泽东', '孙中山', '邓小平']",['邓小平']
"五四运动中,迫于全国各界的压力,北洋军阀政府罢免的亲日派官僚有()①曹汝霖②章宗祥③陆宗舆④段祺瑞","['①②③', '①②③④', '①②', '②③']",['①②③']
以下事件发生于辛亥革命之后的有()①广州黄花岗起义②二次革命③护国运动④护法运动,"['①②', '①②③', '②③④', '③④']",['②③④']
